,Date,CustomerNumber,SKU,SalePrice
0,2024-01-01,8704801755933,43720001,4.62
1,2024-01-01,8704801755933,42771001,19.18
2,2024-01-01,8704801755933,42981001,3.92
3,2024-01-01,8704801755933,42128001,1.86
4,2024-01-01,8704801755933,42911001,4.0
5,2024-01-01,8704801755933,43823001,2.9
6,2024-01-01,8704801755933,42165001,4.0
7,2024-01-01,8704801755933,42627001,3.98
8,2024-01-01,8704801755933,42188001,4.16
9,2024-01-01,8704801755933,43785001,9.74
10,2024-01-01,8704801755933,42501001,1.3
11,2024-01-01,8704801755933,43089001,4.59
12,2024-01-01,8704801755933,42089001,5.74
13,2024-01-01,8704801755933,43777001,5.58
14,2024-01-01,8704801755933,42104001,1.25
15,2024-01-01,8704801755933,42995001,4.53
16,2024-01-01,8704801755933,43455001,4.3
17,2024-01-01,8704801755933,43475001,6.86
18,2024-01-01,8704801755933,44135001,1.42
19,2024-01-01,8704801755933,42208001,3.06
20,2024-01-01,8704801755933,42237001,1.6
21,2024-01-01,8704801755933,42469001,1.81
22,2024-01-01,8704801755933,42300001,10.54
23,2024-01-01,8704801755933,42097001,6.38
24,2024-01-01,8704801755933,43899001,2.96
25,2024-01-01,8704801755933,43783001,1.42
26,2024-01-01,6347789192376,42359001,5.9
27,2024-01-01,6347789192376,42359001,5.9
28,2024-01-01,6347789192376,42872001,3.98
29,2024-01-01,6347789192376,42127001,2.82
30,2024-01-01,6347789192376,42825001,1.97
31,2024-01-01,6347789192376,43859001,8.3
32,2024-01-01,6347789192376,43605001,8.14
33,2024-01-01,6347789192376,42110001,1.3
34,2024-01-01,6347789192376,43970001,2.06
35,2024-01-01,6347789192376,43638001,11.5
36,2024-01-01,6347789192376,43512001,2.48
37,2024-01-01,6347789192376,43657001,4.43
38,2024-01-01,6347789192376,43456001,4.3
39,2024-01-01,6347789192376,42595001,2.05
40,2024-01-01,6347789192376,42380001,2.51
41,2024-01-01,9513348835213,42174001,4.8
42,2024-01-01,9513348835213,44134001,4.03
43,2024-01-01,9513348835213,43726001,3.79
44,2024-01-01,9513348835213,43928001,3.73
45,2024-01-01,9513348835213,42264001,3.5
46,2024-01-01,9513348835213,42159001,2.9
47,2024-01-01,9513348835213,43127001,4.62
48,2024-01-01,9513348835213,42845001,5.12
49,2024-01-01,9513348835213,43652001,2.98
50,2024-01-01,9513348835213,42117001,4.3
51,2024-01-01,9513348835213,42728001,5.58
52,2024-01-01,9513348835213,43897001,4.42
53,2024-01-01,9513348835213,42365001,1.49
54,2024-01-01,9513348835213,43785001,9.74
55,2024-01-01,9513348835213,42118001,1.18
56,2024-01-01,343396301017,42359001,5.9
57,2024-01-01,343396301017,42835001,2.45
58,2024-01-01,343396301017,42084001,6.38
59,2024-01-01,343396301017,42100001,4.78
60,2024-01-01,343396301017,44157001,10.54
61,2024-01-01,343396301017,44107001,3.18
62,2024-01-01,343396301017,43097001,5.89
63,2024-01-01,343396301017,42987001,5.54
64,2024-01-01,343396301017,42338001,11.18
65,2024-01-01,343396301017,44056001,2.94
66,2024-01-01,343396301017,43631001,7.98
67,2024-01-01,343396301017,42794001,2.4
68,2024-01-01,343396301017,43232001,4.29
69,2024-01-01,343396301017,43952001,2.35
70,2024-01-01,343396301017,44074001,2.22
71,2024-01-01,343396301017,42990001,2.75
72,2024-01-01,343396301017,43703001,0.83
73,2024-01-01,343396301017,42544001,3.5
74,2024-01-01,343396301017,43705001,5.26
75,2024-01-01,343396301017,42766001,6.38
76,2024-01-01,343396301017,42875001,9.58
77,2024-01-01,343396301017,42498001,2.69
78,2024-01-01,343396301017,43206001,4.26
79,2024-01-01,7005527801113,42356001,3.02
80,2024-01-01,7005527801113,42355001,5.9
81,2024-01-01,7005527801113,43531001,8.3
82,2024-01-01,7005527801113,42651001,5.26
83,2024-01-01,7005527801113,42654001,5.26
84,2024-01-01,7005527801113,42335001,4.78
85,2024-01-01,7005527801113,42312001,4.94
86,2024-01-01,7005527801113,43695001,11.18
87,2024-01-01,7005527801113,43756001,4.78
88,2024-01-01,7005527801113,43615001,9.58
89,2024-01-01,7005527801113,43519001,2.88
90,2024-01-01,7005527801113,42642001,6.7
91,2024-01-01,7005527801113,43614001,9.58
